Disease,DPR
Osteosclerosis-developmental delay-craniosynostosis syndrome,353
Brachydactyly-elbow wrist dysplasia syndrome,353
Autoimmune hypoparathyroidism,353
"HSD10 disease, atypical type",353
Trichodermodysplasia-dental alterations syndrome,354
Monosomy 22q13,354
Spinocerebellar ataxia type 17,354
Acalvaria,355
"Mesomelic dysplasia, Nievergelt type",355
Woolly hair,355
"47,XYY syndrome",356
Cherubism,356
Beta-propeller protein-associated neurodegeneration,356
Familial cervical artery dissection,356
Kawasaki disease,357
Autosomal recessive cerebelloparenchymal disorder type 3,357
Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome,357
Infantile neuroaxonal dystrophy,357
Marfan syndrome,358
Ring chromosome 12 syndrome,358
Allan-Herndon-Dudley syndrome,358
Keratoderma hereditarium mutilans,358
Cryoglobulinemic vasculitis,358
Biotinidase deficiency,358
Arterial tortuosity syndrome,359
"Microcephalic primordial dwarfism, Montreal type",360
Polyneuropathy-intellectual disability-acromicria-premature menopause syndrome,360
Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,360
German syndrome,361
"Familial osteodysplasia, Anderson type",361
Tumor necrosis factor receptor 1 associated periodic syndrome,361
10q22.3q23.3 microduplication syndrome,362
Autosomal recessive spastic paraplegia type 46,362
"Ehlers-Danlos syndrome, progeroid type",362
Cushing disease,362
Hypoparathyroidism-sensorineural deafness-renal disease syndrome,363
Behavioral variant of frontotemporal dementia,363
SIX2-related frontonasal dysplasia,363
Postsynaptic congenital myasthenic syndromes,363
Argininemia,364
Achondrogenesis,364
L-2-hydroxyglutaric aciduria,364
Oculogastrointestinal muscular dystrophy,365
"Deafness-intellectual disability syndrome, Martin-Probst type",365
Synaptic congenital myasthenic syndromes,365
Familial or sporadic hemiplegic migraine,366
Short stature-craniofacial anomalies-genital hypoplasia syndrome,366
Early-onset parkinsonism-intellectual disability syndrome,366
Oculocutaneous albinism type 5,366
Immunoglobulin A vasculitis,367
Non-distal trisomy 13q,367
Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa,367
Uveal melanoma,367
Recessive dystrophic epidermolysis bullosa inversa,367
15q14 microdeletion syndrome,368
Spastic paraplegia-severe developmental delay-epilepsy syndrome,369
Pyridoxal phosphate-responsive seizures,369
Posterior column ataxia-retinitis pigmentosa syndrome,369
TSH-secreting pituitary adenoma,369
Pineoblastoma,371
BNAR syndrome,371
Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,371
Lethal congenital contracture syndrome type 1,372
Chondroectodermal dysplasia with night blindness,373
Distal 16p11.2 microdeletion syndrome,374
Night blindness-skeletal anomalies-dysmorphism syndrome,375
Microphthalmia-microtia-fetal akinesia syndrome,375
Griscelli syndrome type 1,376
Cooper-Jabs syndrome,377
Lennox-Gastaut syndrome,377
Retinitis pigmentosa,378
Multiple sulfatase deficiency,379
Mitochondrial membrane protein-associated neurodegeneration,379
Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease,381
Familial spontaneous pneumothorax,381
Metaphyseal acroscyphodysplasia,381
Gingival fibromatosis-hypertrichosis syndrome,381
Oculorenocerebellar syndrome,381
Mounier-Kuhn syndrome,381
Congenital lipoid adrenal hyperplasia due to STAR deficency,381
Alagille syndrome,382
Mowat-Wilson syndrome,383
Primary basilar invagination,383
Schnitzler syndrome,383
Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,383
Hyperkalemic periodic paralysis,384
Congenital pulmonary airway malformation,385
Cryptorchidism-arachnodactyly-intellectual disability syndrome,385
Oculocutaneous albinism type 6,387
Familial thoracic aortic aneurysm and aortic dissection,387
Olivopontocerebellar atrophy-deafness syndrome,388
Monilethrix,388
"X-linked intellectual disability, Cabezas type",388
Aicardi syndrome,389
Carnitine-acylcarnitine translocase deficiency,389
Encephalopathy due to sulfite oxidase deficiency,390
X-linked sideroblastic anemia and spinocerebellar ataxia,390
Xeroderma pigmentosum-Cockayne syndrome complex,390
Hurler-Scheie syndrome,390
Acromegaloid facial appearance syndrome,391
Attenuated Chediak-Higashi syndrome,391
"Multiple epiphyseal dysplasia, Lowry type",392
Darier disease,392
Sclerosteosis,392
Radioulnar synostosis-microcephaly-scoliosis syndrome,392
1p21.3 microdeletion syndrome,392
Cerebellar ataxia-hypogonadism syndrome,393
Symmetrical thalamic calcifications,394
"Acrofacial dysostosis, Catania type",396
Trisomy 8p,396
Primary cutis verticis gyrata,396
Microcornea-glaucoma-absent frontal sinuses syndrome,397
Focal facial dermal dysplasia type III,399
Mosaic trisomy 9,399
Autosomal recessive cerebellar ataxia due to STUB1 deficiency,400
Pacman dysplasia,401
Dravet syndrome,401
Ogden syndrome,402
Nephropathic infantile cystinosis,402
Autoimmune hemolytic anemia,402
Cystinosis,403
Gamma-heavy chain disease,403
Niemann-Pick disease type C,404
Femoral-facial syndrome,404
Distal trisomy 14q,405
Lung agenesis-heart defect-thumb anomalies syndrome,405
Bronchopulmonary dysplasia,406
Cole-Carpenter syndrome,408
Galactosialidosis,409
Proximal 16p11.2 microdeletion syndrome,409
X-linked intellectual disability-hypotonia-movement disorder syndrome,410
Branchioskeletogenital syndrome,411
Eosinophilic gastroenteritis,412
Hereditary hyperekplexia,412
Alopecia-epilepsy-pyorrhea-intellectual disability syndrome,413
17q21.31 microduplication  syndrome,413
Juvenile Huntington disease,414
Mixed connective tissue disease,415
Shwachman-Diamond syndrome,415
3p25.3 microdeletion syndrome,415
Neuhauser-Eichner-Opitz syndrome,416
Autosomal recessive chorioretinopathy-microcephaly syndrome,416
Central neurocytoma,416
Stevens-Johnson syndrome,416
Dermotrichic syndrome,416
Glycogen storage disease due to hepatic glycogen synthase deficiency,417
Classic galactosemia,417
Micro syndrome,418
Monosomy 18p,419
Distal limb deficiencies-micrognathia syndrome,419
Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,419
"X-linked intellectual disability, Armfield type",419
IMAGe syndrome,419
"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency",420
Isolated agammaglobulinemia,420
Eye defects-arachnodactyly-cardiopathy syndrome,421
Cholestasis-lymphedema syndrome,422
Leigh syndrome,422
Cranio-osteoarthropathy,422
"Cardiocranial syndrome, Pfeiffer type",422
Autosomal dominant optic atrophy and cataract,422
Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,422
Neurofibromatosis type 2,423
Congenital toxoplasmosis,423
X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome,423
AL amyloidosis,423
X-linked hypophosphatemia,424
Apert syndrome,425
Holoprosencephaly-radial heart renal anomalies syndrome,426
Non-functioning pituitary adenoma,426
Male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,427
Pallister-Hall syndrome,427
Juvenile dermatomyositis,427
Infantile axonal neuropathy,428
Inherited Creutzfeldt-Jakob disease,428
Vitamin B12-unresponsive methylmalonic acidemia type mut-,428
Branchio-oculo-facial syndrome,429
"46,XY ovotesticular disorder of sex development",429
Congenital stationary night blindness,430
Skeletal dysplasia-epilepsy-short stature syndrome,430
Oculofaciocardiodental syndrome,430
Spinocerebellar ataxia type 1,430
Freeman-Sheldon syndrome,431
Trichorhinophalangeal syndrome type 2,431
Early-onset autosomal dominant Alzheimer disease,431
Spastic paraparesis-deafness syndrome,431
Wolfram-like syndrome,432
Lesch-Nyhan syndrome,433
Congenital lobar emphysema,433
Craniofrontonasal dysplasia,433
Pontocerebellar hypoplasia type 10,433
Scrub typhus,433
Mucopolysaccharidosis type 6,434
Anaplastic thyroid carcinoma,434
6q terminal deletion syndrome,434
Osteoporosis-oculocutaneous hypopigmentation syndrome,436
Wild type ABeta2M amyloidosis,437
Vitamin K antagonist embryofetopathy,438
Huntington disease-like 3,438
Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency,438
Robin sequence-oligodactyly syndrome,439
Acute intermittent porphyria,439
"X-linked intellectual disability, Najm type",441
Whipple disease,441
Trisomy 4p,441
"Progeroid syndrome, Petty type",441
Autosomal recessive spastic paraplegia type 18,441
Erythroderma desquamativum,441
Eiken syndrome,441
Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome,442
Waldenstrom macroglobulinemia,442
8q22.1 microdeletion syndrome,443
Knobloch syndrome,443
"Methylmalonic acidemia with homocystinuria, type cblD",443
Multiple endocrine neoplasia type 1,444
Baller-Gerold syndrome,445
Sandhoff disease,446
Lamellar ichthyosis,446
COG7-CDG,446
Autosomal dominant cerebellar ataxia,447
Autosomal dominant Robinow syndrome,448
Multiple endocrine neoplasia type 4,449
2q24 microdeletion syndrome,450
Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome,450
Adult polyglucosan body disease,450
Pseudohypoparathyroidism type 1C,450
Juvenile xanthogranuloma,451
Acrocardiofacial syndrome,451
Lyme disease,451
Alstrom syndrome,452
3q29 microdeletion syndrome,452
3q29 microduplication syndrome,453
Intellectual disability-developmental delay-contractures syndrome,453
Ablepharon macrostomia syndrome,454
Fibrochondrogenesis,454
Humero-radio-ulnar synostosis,454
Omenn syndrome,454
Autosomal dominant hypocalcemia,455
Malignant atrophic papulosis,455
Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,455
Mucopolysaccharidosis type 3,456
Penoscrotal transposition,456
16q24.3 microdeletion syndrome,457
Alpha-N-acetylgalactosaminidase deficiency,459
Porphyria,459
Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency,459
Pyruvate dehydrogenase E3 deficiency,460
Lethal hemolytic anemia-genital anomalies syndrome,463
1q21.1 microdeletion syndrome,464
Osteopathia striata-cranial sclerosis syndrome,464
Papillon-Lefevre syndrome,464
Acrocraniofacial dysostosis,466
Prader-Willi syndrome,468
Joubert syndrome with Jeune asphyxiating thoracic dystrophy,469
16p11.2p12.2 microdeletion syndrome,470
"48,XXYY syndrome",471
Lymphangioleiomyomatosis,471
Interstitial cystitis,471
Microscopic polyangiitis,472
Classic phenylketonuria,472
"Craniosynostosis, Herrmann-Opitz type",473
Phosphoribosylpyrophosphate synthetase superactivity,473
Septo-optic dysplasia spectrum,473
EEC syndrome,475
Melnick-Needles syndrome,476
Senior-Loken syndrome,476
Neuroferritinopathy,477
Sanjad-Sakati syndrome,477
Oromandibular-limb hypogenesis syndrome,477
Otopalatodigital syndrome type 1,477
Verloove Vanhorick-Brubakk syndrome,478
Laurin-Sandrow syndrome,479
Neutropenia-monocytopenia-deafness syndrome,479
Isolated polycystic liver disease,480
Rheumatic fever,481
Trisomy 17p,481
Achondroplasia,482
Caudal duplication,482
Dysosteosclerosis,482
Frontometaphyseal dysplasia,482
Isolated Klippel-Feil syndrome,482
Cutaneous small vessel vasculitis,482
Grubben-de Cock-Borghgraef syndrome,483
Shprintzen-Goldberg syndrome,483
Wyburn-Mason syndrome,483
Ehlers-Danlos syndrome type 2,483
Mosaic trisomy 8,483
VACTERL/VATER association,484
Borjeson-Forssman-Lehmann syndrome,484
Cranioectodermal dysplasia,484
Muscular hypertrophy-hepatomegaly-polyhydramnios syndrome,485
Aggressive systemic mastocytosis,485
Hypochondroplasia,486
Triose phosphate-isomerase deficiency,486
Congenital heart defect-round face-developmental delay syndrome,486
Lelis syndrome,486
Neurofaciodigitorenal syndrome,486
Postaxial polydactyly-dental and vertebral anomalies syndrome,486
19p13.12 microdeletion syndrome,487
Polymyositis,488
Peters plus syndrome,488
Netherton syndrome,490
2q37 microdeletion syndrome,490
Craniofrontonasal dysplasia-Poland anomaly syndrome,491
Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome,491
"Campomelia, Cumming type",492
Oculocerebrocutaneous syndrome,492
Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,493
RFT1-CDG,493
"Intellectual disability, Wolff type",493
Keppen-Lubinsky syndrome,493
Joubert syndrome with renal defect,494
Walker-Warburg syndrome,494
Huntington disease,495
Bangstad syndrome,495
Neovascular glaucoma,496
Arthrogryposis multiplex congenita-whistling face syndrome,498
Maternally-inherited diabetes and deafness,498
Cutaneous mastocytosis,498
Ataxia-photosensitivity-short stature syndrome,499
Monosomy 13q14,500
Renal caliceal diverticuli-deafness syndrome,500
Methylmalonic acidemia with homocystinuria,501
Hereditary hemorrhagic telangiectasia,502
Mucolipidosis type III,503
Crouzon disease,503
Iniencephaly,503
Pyruvate dehydrogenase deficiency,505
Acquired generalized lipodystrophy,505
Alpha-N-acetylgalactosaminidase deficiency type 1,505
PAGOD syndrome,506
Canavan disease,508
Baraitser-Winter cerebrofrontofacial syndrome,508
Gaucher disease type 1,508
Sneddon syndrome,509
Classic mycosis fungoides,510
Circumscribed palmoplantar hypokeratosis,511
Fibrodysplasia ossificans progressiva,512
Pseudohypoparathyroidism type 1B,512
Aniridia-ptosis-intellectual disability-familial obesity syndrome,513
Acanthamoeba keratitis,513
Christianson syndrome,515
"Hidrotic ectodermal dysplasia, Halal type",516
Pitt-Hopkins syndrome,516
Rare hereditary hemochromatosis,516
3C syndrome,519
Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome,519
Kleefstra syndrome due to 9q34 microdeletion,520
Alpha-thalassemia,523
Oral submucous fibrosis,523
Perineural cyst,524
ALG1-CDG,525
Osteoglosphonic dysplasia,528
Intellectual disability-myopathy-short stature-endocrine defect syndrome,528
11q22.2q22.3 microdeletion syndrome,528
Metatropic dysplasia,529
ALG13-CDG,529
Lissencephaly type 3-metacarpal bone dysplasia syndrome,531
Eosinophilic granulomatosis with polyangiitis,534
Transaldolase deficiency,534
Legionellosis,535
Craniopharyngioma,535
Zlotogora-Ogur syndrome,537
Encephalopathy due to GLUT1 deficiency,537
"Hereditary bullous dystrophy, macular type",538
Distal 22q11.2 microduplication syndrome,538
Distal trisomy 17q,538
Pachyonychia congenita,539
8p23.1 microdeletion syndrome,541
STT3B-CDG,541
Juvenile neuronal ceroid lipofuscinosis,541
Diencephalic syndrome,543
Goldenhar syndrome,546
Pemphigus vulgaris,546
Spondylocostal dysostosis-anal atresia-genitourinary malformation syndrome,546
Neuromyelitis optica,547
"Congenital muscular dystrophy, Fukuyama type",548
Susac syndrome,548
Cat-eye syndrome,549
Hypocomplementemic urticarial vasculitis,549
Recessive mitochondrial ataxia syndrome,549
Tetrasomy 9p,550
Chronic myeloid leukemia,551
Prader-Willi-like syndrome,551
Crouzon syndrome-acanthosis nigricans syndrome,552
X-linked intellectual disability with marfanoid habitus,553
Placental insufficiency,554
Neuroectodermal melanolysosomal disease,554
Vici syndrome,555
Renpenning syndrome,555
Huntington disease-like 2,556
Propionic acidemia,559
4q21 microdeletion syndrome,559
Mucolipidosis type IV,560
Moebius syndrome,561
Hypophosphatasia,564
TMEM70-related mitochondrial encephalo-cardio-myopathy,564
"Ehlers-Danlos syndrome, classic type",565
Cyanide-induced parkinsonism,566
Epiphyseal dysplasia-hearing loss-dysmorphism syndrome,567
Weismann-Netter syndrome,567
Pericardial and diaphragmatic defect,569
Acrodermatitis enteropathica,570
Majeed syndrome,573
Osteochondritis dissecans,576
"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria",578
Meningioma,578
Intellectual disability-cataracts-calcified pinnae-myopathy syndrome,579
Acro-renal-ocular syndrome,582
Ataxia with vitamin E deficiency,583
Ehlers-Danlos syndrome type 1,584
Aarskog-Scott syndrome,585
Craniofacial dyssynostosis,585
Li-Fraumeni syndrome,586
Postencephalitic parkinsonism,586
Marshall syndrome,587
Duplication of the pituitary gland,587
Spinocerebellar ataxia type 7,587
Mutilating palmoplantar keratoderma with periorificial keratotic plaques,588
8q21.11 microdeletion syndrome,589
Cobb syndrome,589
Joubert syndrome,591
Greenberg dysplasia,591
Familial benign copper deficiency,591
"Ehlers-Danlos syndrome, dermatosparaxis type",592
Congenital multicore myopathy with external ophthalmoplegia,592
Joubert syndrome with hepatic defect,595
White forelock with malformations,595
Duane retraction syndrome,596
Brachymorphism-onychodysplasia-dysphalangism syndrome,596
Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome,597
Tay-Sachs disease,598
2p15p16.1 microdeletion syndrome,598
Atypical Rett syndrome,598
Insulinoma,598
Distal monosomy 15q,599
Jeune syndrome,600
Peritoneal cystic mesothelioma,600
Hair defect-photosensitivity-intellectual disability syndrome,600
Primary peritoneal carcinoma,601
Larsen-like osseous dysplasia-short stature syndrome,601
Corticosteroid-sensitive aseptic abscess syndrome,601
Kikuchi-Fujimoto disease,601
"Spondyloepiphyseal dysplasia, Nishimura type",603
Nance-Horan syndrome,603
Erythrokeratodermia variabilis,604
Chronic graft versus host disease,604
Woolly hair-hypotrichosis-everted lower lip-outstanding ears syndrome,607
Nephrosis-deafness-urinary tract-digital malformations syndrome,607
Tyrosinemia type 2,607
Thanatophoric dysplasia type 1,608
Cenani-Lenz syndrome,608
Familial adenomatous polyposis,610
Thanatophoric dysplasia,611
Emanuel syndrome,612
Hermansky-Pudlak syndrome,613
"Carnitine palmitoyl transferase II deficiency, myopathic form",614
Non-distal trisomy 10q,615
Dopa-responsive dystonia due to sepiapterin reductase deficiency,615
Pentasomy X,616
Nephroblastoma,616
AA amyloidosis,616
Classic homocystinuria,619
BRESEK syndrome,619
Giant cell arteritis,620
Juvenile myoclonic epilepsy,621
Juvenile absence epilepsy,622
Griscelli syndrome,622
Takayasu arteritis,623
Koolen-De Vries syndrome,624
Acitretin/etretinate embryopathy,631
Imperforate oropharynx-costovertebral anomalies syndrome,635
PFAPA syndrome,636
Trisomy 12p,637
Leigh syndrome with leukodystrophy,638
Sparse hair-short stature-skin anomalies syndrome,639
Johanson-Blizzard syndrome,640
Familial keratoacanthoma,640
PHACE syndrome,641
Congenital contractural arachnodactyly,642
Monosomy 18q,644
Riboflavin transporter deficiency,645
Leishmaniasis,646
SAPHO syndrome,646
Kleefstra syndrome,647
Deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome,649
Bilateral acute depigmentation of the iris,650
Sillence syndrome,651
Trigeminal neuralgia,654
Oculoauriculovertebral spectrum with radial defects,655
Hereditary leiomyomatosis and renal cell cancer,657
Ulna metaphyseal dysplasia syndrome,658
Deafness-enamel hypoplasia-nail defects syndrome,660
Pseudohypoparathyroidism type 1A,661
MOMO syndrome,663
Isolated cerebellar agenesis,664
Hydrocephaly-low insertion umbilicus syndrome,664
Glutaryl-CoA dehydrogenase deficiency,664
Joubert syndrome with ocular defect,664
Blue rubber bleb nevus,665
Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome,665
Bohring-Opitz syndrome,667
Thanatophoric dysplasia type 2,671
Melorheostosis with osteopoikilosis,672
Rubinstein-Taybi syndrome,674
"Microphthalmia, Lenz type",676
Hereditary arterial and articular multiple calcification syndrome,676
Malignant peritoneal mesothelioma,679
Usher syndrome,679
Hyperlipoproteinemia type 3,679
Autosomal recessive progressive external ophthalmoplegia,687
Sialidosis type 2,688
Oculomaxillofacial dysostosis,689
Jacobsen syndrome,690
Autoimmune polyendocrinopathy type 2,691
Kallmann syndrome,691
Epidermodysplasia verruciformis,693
Allergic bronchopulmonary aspergillosis,696
Acrogeria,696
Retinal ciliopathy due to mutation in Usher gene,697
Alpha-mannosidosis,699
Juvenile idiopathic arthritis,699
Trismus-pseudocamptodactyly syndrome,700
Joubert syndrome with oculorenal defect,702
Gaucher disease type 3,702
Autosomal dominant hypophosphatemic rickets,702
Rabson-Mendenhall syndrome,705
Erythrokeratoderma ''en cocardes'',709
Ring chromosome 13 syndrome,709
Congenital rubella syndrome,713
Monosomy 9q22.3,714
Blau syndrome,714
Dislocation of the hip-dysmorphism syndrome,715
Saethre-Chotzen syndrome,716
Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome,717
Congenital unilateral hypoplasia of depressor anguli oris,718
Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome,720
Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,720
"Spondyloepiphyseal dysplasia, Kimberley type",720
Lynch syndrome,722
Autosomal recessive spastic paraplegia type 5A,722
Chylous ascites,723
Desmosterolosis,725
Tetrasomy X,726
Acquired ichthyosis,729
"Pseudoleprechaunism syndrome, Patterson type",730
Coffin-Siris syndrome,731
"X-linked intellectual disability, Cantagrel type",732
Bazex syndrome,734
Limited cutaneous systemic sclerosis,735
Alexander disease,737
Angel-shaped phalango-epiphyseal dysplasia,738
Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies,739
Combined immunodeficiency due to CRAC channel dysfunction,740
Familial hyperthyroidism due to mutations in TSH receptor,743
Muscle-eye-brain disease,743
Kindler syndrome,745
Zellweger syndrome,746
Myalgia-eosinophilia syndrome associated with tryptophan,746
Neuronal intranuclear inclusion disease,748
Permanent neonatal diabetes mellitus,749
Postpoliomyelitis syndrome,754
Growth delay due to insulin-like growth factor type 1 deficiency,758
Autosomal recessive Robinow syndrome,761
Cushing syndrome,761
Behcet disease,762
Spondyloepiphyseal dysplasia tarda,762
Progressive hemifacial atrophy,764
Triopia,765
Boomerang dysplasia,767
Huntington disease-like 1,767
Orofaciodigital syndrome type 6,767
Large congenital melanocytic nevus,769
Ganglioneuroma,769
Cornelia de Lange syndrome,772
Systemic mastocytosis,777
Yellow nail syndrome,777
Transient neonatal diabetes mellitus,777
Systemic sclerosis,778
Primary orthostatic tremor,781
Congenital fibrinogen deficiency,782
2q31.1 microdeletion syndrome,784
22q11.2 microduplication syndrome,785
Heart-hand syndrome type 2,785
Pseudohypoparathyroidism with Albright hereditary osteodystrophy,787
Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,789
Marshall-Smith syndrome,790
Epidermal nevus syndrome,791
Adrenomyodystrophy,794
Distal monosomy 7q36,795
Jung-Wolff-Back-Stahl syndrome,796
Classic Hodgkin lymphoma,797
Epidermolysis bullosa simplex,798
Early-onset generalized limb-onset dystonia,798
Flynn-Aird syndrome,799
Acquired hypertrichosis lanuginosa,799
Progressive familial intrahepatic cholestasis,803
Colchicine poisoning,803
Acromegaly,805
Cohen syndrome,805
Autosomal recessive spastic paraplegia type 26,806
"Multiple epiphyseal dysplasia, Al-Gazali type",807
Otopalatodigital syndrome type 2,809
Multiple epiphyseal dysplasia due to collagen 9 anomaly,810
PEHO syndrome,810
Pleural mesothelioma,811
Acheiropodia,812
Coxopodopatellar syndrome,812
Dysplasia epiphysealis hemimelica,812
Distal trisomy 6p,814
SERKAL syndrome,814
Radiation proctitis,815
Secondary intestinal lymphangiectasia,816
Duplication/inversion 15q11,817
CAMOS syndrome,821
Catel-Manzke syndrome,822
Hallermann-Streiff syndrome,822
"Spondyloepimetaphyseal dysplasia, Shohat type",834
Acromicric dysplasia,835
Metachondromatosis,837
Stormorken-Sjaastad-Langslet syndrome,839
Langer mesomelic dysplasia,839
Menkes disease,840
Megalocornea-intellectual disability syndrome,843
Overgrowth-macrocephaly-facial dysmorphism syndrome,845
Gorlin syndrome,846
Beckwith-Wiedemann syndrome,846
Multiple endocrine neoplasia type 2,846
Autosomal recessive Stickler syndrome,847
ALG12-CDG,848
Smith-Magenis syndrome,852
H syndrome,854
Familial supernumerary nipples,854
Familial dysautonomia,855
Fetal alcohol syndrome,857
"Spondylometaphyseal dysplasia, Kozlowski type",862
"Thiemann disease, familial form",864
"Oculocerebral hypopigmentation syndrome, Preus type",865
Stickler syndrome type 1,866
Nasopalpebral lipoma-coloboma syndrome,872
"Microcephalic primordial dwarfism, Toriello type",874
Coffin-Lowry syndrome,875
Laron syndrome,879
Hypohidrotic ectodermal dysplasia,886
Aase-Smith syndrome,887
Matthew-Wood syndrome,888
GAPO syndrome,891
Autosomal recessive spondylocostal dysostosis,893
Atypical juvenile parkinsonism,896
Felty syndrome,897
"Spondyloepimetaphyseal dysplasia, Missouri type",897
C syndrome,898
Restrictive dermopathy,900
Congenital hypothyroidism due to maternal intake of antithyroid drugs,902
Bazex-Dupre-Christol syndrome,903
Schimke immuno-osseous dysplasia,904
Ghosal hematodiaphyseal dysplasia,911
Steinert myotonic dystrophy,916
Spinocerebellar ataxia type 34,920
Turner syndrome,921
Mosaic monosomy X,921
Monosomy X,921
Turner syndrome due to structural X chromosome anomalies,921
Opsismodysplasia,925
Galloway-Mowat syndrome,930
Osteogenesis imperfecta,931
COFS syndrome,933
Lowry-Wood syndrome,934
Antisynthetase syndrome,934
Hereditary sensory and autonomic neuropathy type 2,935
Enchondromatosis,935
Polyvalvular heart disease syndrome,936
Monosomy 9p,938
Intestinal lymphangiectasia,938
Postaxial tetramelic oligodactyly,940
Hyperinsulinism due to glucokinase deficiency,944
Distal 22q11.2 microdeletion syndrome,948
Linear verrucous nevus syndrome,951
Progeria-short stature-pigmented nevi syndrome,955
Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia,956
"Hip dysplasia, Beukes type",956
Spondyloepiphyseal dysplasia congenita,956
Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome,957
Diffuse cutaneous systemic sclerosis,958
Short rib-polydactyly syndrome,959
Multicentric carpo-tarsal osteolysis with or without nephropathy,961
"Heart-hand syndrome, Slovenian type",963
Fabry disease,964
POEMS syndrome,968
"Spondyloepimetaphyseal dysplasia congenita, Strudwick type",970
Dermatoleukodystrophy,973
Cerebrooculonasal syndrome,974
Aspartylglucosaminuria,975
Otospondylomegaepiphyseal dysplasia,977
Mitochondrial DNA-related cardiomyopathy and hearing loss,979
Hepatocellular carcinoma,981
X-linked immunoneurologic disorder,985
Stiff skin syndrome,986
Glioblastoma,989
Down syndrome,991
VACTERL with hydrocephalus,995
Autosomal recessive omodysplasia,1001
Cloverleaf skull-multiple congenital anomalies syndrome,1002
Supernumerary nostril,1003
Holt-Oram syndrome,1004
Fibular dimelia-diplopodia syndrome,1005
Pseudoachondroplasia,1006
Oligodontia,1006
Hoyeraal-Hreidarsson syndrome,1007
Radioulnar synostosis-developmental delay-hypotonia syndrome,1011
Urban-Rogers-Meyer syndrome,1018
Wolfram syndrome,1019
Epimetaphyseal skeletal dysplasia,1021
Wiedemann-Rautenstrauch syndrome,1021
Cheilitis glandularis,1022
Fibular aplasia-complex brachydactyly syndrome,1026
Hall-Riggs syndrome,1027
Mesomelic dwarfism-cleft palate-camptodactyly syndrome,1027
Osteopetrosis with renal tubular acidosis,1031
Craniofacial conodysplasia,1031
Metachromatic leukodystrophy,1033
Hereditary mucoepithelial dysplasia,1036
X-linked agammaglobulinemia,1037
CHST3-related skeletal dysplasia,1042
Sialidosis type 1,1043
Chronic intestinal pseudoobstruction,1045
Acroosteolysis dominant type,1049
Atrioventricular defect-blepharophimosis-radial and anal defect syndrome,1054
Wiskott-Aldrich syndrome,1059
Desmoid tumor,1063
Peripheral resistance to thyroid hormones,1069
Autosomal dominant progressive external ophthalmoplegia,1070
Anterior segment developmental anomaly,1070
Disorder of sex development-intellectual disability syndrome,1072
Pectus excavatum-macrocephaly-dysplastic nails syndrome,1072
Dyggve-Melchior-Clausen disease,1074
Thyroid hemiagenesis,1076
Idiopathic congenital hypothyroidism,1077
Contractures-developmental delay-Pierre Robin syndrome,1078
Brittle cornea syndrome,1078
Primary congenital hypothyroidism without thyroid developmental anomaly,1078
Hydrolethalus,1079
Neurocutaneous melanocytosis,1080
Short stature-deafness-neutrophil dysfunction-dysmorphism syndrome,1080
"Metaphyseal chondrodysplasia, Spahr type",1081
Thyroid hypoplasia,1081
Prolidase deficiency,1083
Dimethylglycine dehydrogenase deficiency,1083
SPONASTRIME dysplasia,1083
CINCA syndrome,1084
"48,XXXY syndrome",1084
Peripheral hypothyroidism,1085
"49,XXXXY syndrome",1086
Thrombocytopenia-absent radius syndrome,1087
Bannayan-Riley-Ruvalcaba syndrome,1088
Kniest dysplasia,1089
Developmental and speech delay due to SOX5 deficiency,1089
Spondyloenchondrodysplasia,1091
